               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.020575,           0.0052039,           0.0033322,             0.98803,             0.98235,             0.99314,             0.83934,            0.012514,           0.0030625,           0.0010799,            0.006766,            0.006766,            0.006766
                 100,            0.020005,           0.0050947,           0.0037848,             0.98519,             0.97948,             0.99271,               0.845,            0.012557,           0.0030806,           0.0011142,            0.006733,            0.006733,            0.006733
                 101,            0.020304,           0.0051732,           0.0036168,             0.98683,             0.98377,             0.99349,             0.84731,            0.012154,           0.0030549,           0.0010796,              0.0067,              0.0067,              0.0067
                 102,            0.019963,           0.0051634,           0.0034694,             0.98903,             0.98255,             0.99327,             0.84526,            0.012281,            0.003006,           0.0010832,            0.006667,            0.006667,            0.006667
                 103,            0.020533,           0.0050855,            0.003824,              0.9855,             0.97978,             0.99295,             0.85033,            0.012263,           0.0030114,           0.0011624,            0.006634,            0.006634,            0.006634
                 104,            0.019996,           0.0052051,           0.0034105,             0.98648,             0.98244,             0.99347,              0.8488,            0.012284,             0.00303,          0.00099177,            0.006601,            0.006601,            0.006601
                 105,            0.020399,            0.005127,           0.0035411,             0.98392,             0.97711,             0.99189,             0.84852,            0.012277,           0.0030261,           0.0011103,            0.006568,            0.006568,            0.006568
                 106,            0.019775,           0.0051205,           0.0033663,             0.98217,             0.98097,             0.99356,             0.85254,            0.012123,           0.0029837,           0.0010033,            0.006535,            0.006535,            0.006535
                 107,            0.019523,           0.0049549,           0.0031842,             0.98503,             0.98025,             0.99334,             0.85591,            0.011755,           0.0029635,           0.0010262,            0.006502,            0.006502,            0.006502
                 108,            0.019934,           0.0049878,           0.0031596,             0.98968,             0.98244,             0.99344,             0.85084,            0.012065,            0.002963,           0.0010407,            0.006469,            0.006469,            0.006469
                 109,             0.01985,           0.0051553,             0.00356,             0.98454,             0.98327,             0.99381,             0.85765,            0.011688,           0.0029271,           0.0010432,            0.006436,            0.006436,            0.006436
                 110,            0.019617,           0.0050033,           0.0034949,             0.98393,             0.98287,             0.99381,              0.8508,            0.011934,           0.0029304,           0.0010343,            0.006403,            0.006403,            0.006403
                 111,            0.019633,           0.0051239,           0.0034858,             0.98018,              0.9873,             0.99358,             0.85627,            0.011772,           0.0029125,           0.0010365,             0.00637,             0.00637,             0.00637
                 112,            0.019806,           0.0050207,           0.0034744,             0.98807,              0.9801,             0.99355,             0.85424,            0.011694,           0.0029335,           0.0010161,            0.006337,            0.006337,            0.006337
                 113,            0.019663,           0.0049747,           0.0031336,             0.98815,             0.98387,             0.99349,             0.85517,            0.011562,            0.002915,          0.00099941,            0.006304,            0.006304,            0.006304
                 114,            0.019664,            0.005083,           0.0033176,             0.97911,             0.98542,             0.99336,               0.857,            0.011672,            0.002902,           0.0009362,            0.006271,            0.006271,            0.006271
                 115,            0.019128,           0.0049174,            0.003212,              0.9858,             0.98297,             0.99314,             0.85767,            0.011644,           0.0028877,          0.00099964,            0.006238,            0.006238,            0.006238
                 116,            0.019673,           0.0050039,           0.0032613,             0.98547,             0.98733,             0.99313,              0.8594,            0.011631,           0.0028689,           0.0010257,            0.006205,            0.006205,            0.006205
                 117,            0.019356,           0.0049792,           0.0032589,             0.98674,              0.9858,             0.99369,             0.86365,            0.011356,           0.0028783,          0.00098562,            0.006172,            0.006172,            0.006172
                 118,            0.019356,           0.0049826,           0.0030054,             0.98683,             0.98544,             0.99357,             0.86359,            0.011371,           0.0028624,          0.00096781,            0.006139,            0.006139,            0.006139
                 119,            0.019151,           0.0049196,           0.0029593,             0.98985,             0.98583,             0.99378,             0.86094,            0.011284,            0.002837,          0.00095029,            0.006106,            0.006106,            0.006106
                 120,            0.019126,           0.0049256,           0.0032476,             0.99168,             0.98609,             0.99399,             0.85961,            0.011605,            0.002901,          0.00090617,            0.006073,            0.006073,            0.006073
                 121,            0.019016,           0.0050306,           0.0029542,             0.98673,             0.98613,             0.99362,             0.86755,            0.011229,           0.0028102,          0.00092468,             0.00604,             0.00604,             0.00604
                 122,             0.01902,           0.0048735,           0.0032281,             0.98894,             0.98436,             0.99388,             0.86653,            0.011115,           0.0028021,          0.00092529,            0.006007,            0.006007,            0.006007
                 123,            0.018749,           0.0048699,           0.0027228,             0.99066,             0.98398,             0.99379,             0.86598,            0.011134,            0.002795,          0.00089575,            0.005974,            0.005974,            0.005974
                 124,            0.018716,           0.0049203,           0.0028377,              0.9906,              0.9819,             0.99402,             0.86858,            0.011074,           0.0027854,           0.0009056,            0.005941,            0.005941,            0.005941
                 125,            0.019224,            0.004959,            0.003149,             0.98839,             0.98289,             0.99306,             0.86547,            0.011193,           0.0028047,          0.00090237,            0.005908,            0.005908,            0.005908
                 126,            0.019219,           0.0050785,           0.0032685,              0.9889,             0.98787,             0.99389,             0.86676,            0.011231,           0.0028163,          0.00094092,            0.005875,            0.005875,            0.005875
                 127,            0.019018,           0.0049105,           0.0029695,             0.98687,             0.98498,               0.993,             0.86592,            0.011144,           0.0028488,          0.00094488,            0.005842,            0.005842,            0.005842
                 128,            0.018668,           0.0048847,           0.0031668,             0.98699,             0.98813,             0.99353,             0.86752,            0.010975,           0.0028017,           0.0008927,            0.005809,            0.005809,            0.005809
                 129,              0.0186,           0.0047408,           0.0030526,             0.98661,             0.98786,             0.99316,             0.86809,            0.010967,           0.0027828,          0.00091946,            0.005776,            0.005776,            0.005776
                 130,            0.018678,           0.0047295,           0.0033732,             0.98732,             0.98818,             0.99362,             0.86452,            0.011083,           0.0027887,          0.00090148,            0.005743,            0.005743,            0.005743
