               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.053008,            0.082597,             0.02921,              0.8571,             0.78254,             0.83924,             0.43358,            0.039667,            0.052328,            0.014659,           0.0005005,           0.0005005,           0.0005005
                  52,            0.052243,            0.076174,            0.026978,             0.86202,             0.78311,             0.84176,             0.43547,            0.039591,            0.052346,            0.014595,          0.00049051,          0.00049051,          0.00049051
                  53,            0.049798,            0.075188,            0.026802,             0.86071,             0.78263,             0.84382,             0.43294,            0.039487,            0.052393,            0.014496,          0.00048052,          0.00048052,          0.00048052
                  54,            0.051844,            0.078326,            0.027075,             0.89731,             0.75478,              0.8437,             0.43457,             0.03946,            0.052299,            0.014471,          0.00047053,          0.00047053,          0.00047053
                  55,            0.051215,            0.078393,            0.027226,             0.87183,             0.77276,             0.84398,             0.43679,            0.039395,            0.052179,            0.014378,          0.00046054,          0.00046054,          0.00046054
                  56,             0.05019,            0.078429,            0.026513,             0.87414,             0.78014,             0.84456,             0.43811,            0.039347,            0.052094,            0.014326,          0.00045055,          0.00045055,          0.00045055
                  57,            0.052159,            0.081856,            0.028979,             0.87497,              0.7913,              0.8485,             0.43992,            0.039287,             0.05198,             0.01423,          0.00044056,          0.00044056,          0.00044056
                  58,            0.051067,            0.078722,            0.027721,             0.86923,             0.78746,             0.84567,             0.44137,            0.039274,            0.051931,            0.014113,          0.00043057,          0.00043057,          0.00043057
                  59,            0.051534,              0.0764,            0.027079,             0.87332,             0.79086,             0.84754,             0.44289,            0.039208,            0.051895,            0.014082,          0.00042058,          0.00042058,          0.00042058
                  60,            0.050643,            0.077174,            0.027775,              0.8692,             0.78911,             0.84494,             0.44115,            0.039204,            0.051987,            0.014019,          0.00041059,          0.00041059,          0.00041059
                  61,            0.052309,            0.080782,            0.027403,             0.87039,             0.78922,             0.84857,             0.44358,            0.039068,            0.051903,            0.013968,           0.0004006,           0.0004006,           0.0004006
                  62,            0.050449,            0.077385,            0.026958,             0.88048,             0.78055,             0.84696,             0.44168,            0.039018,             0.05181,            0.013913,          0.00039061,          0.00039061,          0.00039061
                  63,            0.051887,             0.08054,            0.027097,             0.91844,             0.75242,             0.84745,             0.44345,            0.038983,            0.051783,            0.013886,          0.00038062,          0.00038062,          0.00038062
                  64,            0.050842,            0.075938,            0.027208,             0.87261,             0.78601,             0.84716,             0.44281,            0.038962,            0.051818,             0.01386,          0.00037063,          0.00037063,          0.00037063
                  65,            0.050376,            0.076045,            0.027596,             0.91186,             0.76123,             0.84803,             0.44246,            0.038917,            0.051864,            0.013722,          0.00036064,          0.00036064,          0.00036064
                  66,            0.049939,            0.077677,            0.026373,             0.91366,             0.76037,             0.84863,             0.44352,            0.038881,            0.051774,            0.013669,          0.00035065,          0.00035065,          0.00035065
                  67,             0.04958,             0.07691,            0.026993,             0.91031,             0.76293,             0.84999,             0.44486,             0.03883,            0.051729,            0.013615,          0.00034066,          0.00034066,          0.00034066
                  68,            0.050508,            0.079734,            0.026195,              0.8881,             0.78158,             0.84936,             0.44479,              0.0388,            0.051611,             0.01355,          0.00033067,          0.00033067,          0.00033067
                  69,            0.049296,            0.074365,            0.025523,             0.89624,             0.77437,             0.84962,             0.44645,             0.03875,            0.051562,            0.013543,          0.00032068,          0.00032068,          0.00032068
                  70,            0.048726,            0.074962,            0.024745,             0.88626,             0.77947,              0.8517,             0.44716,            0.038718,             0.05157,            0.013486,          0.00031069,          0.00031069,          0.00031069
                  71,            0.050669,            0.077961,            0.026782,             0.88939,             0.77776,             0.85258,             0.44809,            0.038711,            0.051613,            0.013431,           0.0003007,           0.0003007,           0.0003007
                  72,            0.049335,            0.074637,            0.027106,             0.88398,             0.78441,             0.85063,             0.44718,            0.038714,            0.051565,            0.013396,          0.00029071,          0.00029071,          0.00029071
                  73,             0.05025,            0.076073,            0.026266,             0.88931,             0.78105,             0.85094,             0.44671,            0.038734,            0.051555,            0.013362,          0.00028072,          0.00028072,          0.00028072
                  74,            0.048804,             0.07592,            0.026326,             0.88786,             0.78819,             0.85163,              0.4487,            0.038676,            0.051434,             0.01329,          0.00027073,          0.00027073,          0.00027073
                  75,            0.049631,            0.074509,            0.026846,             0.88676,             0.78913,             0.85339,               0.449,            0.038573,            0.051401,            0.013247,          0.00026074,          0.00026074,          0.00026074
                  76,            0.051675,            0.082943,            0.027879,             0.88741,              0.7897,             0.85458,             0.45006,            0.038463,            0.051269,            0.013173,          0.00025075,          0.00025075,          0.00025075
                  77,            0.050465,            0.078614,            0.026982,             0.89066,             0.78873,             0.85539,             0.45013,             0.03843,            0.051173,            0.013146,          0.00024076,          0.00024076,          0.00024076
                  78,            0.048171,            0.070951,            0.024645,             0.88453,              0.7899,             0.85909,             0.45331,            0.038348,            0.051205,            0.013096,          0.00023077,          0.00023077,          0.00023077
                  79,            0.050848,            0.077487,            0.026381,             0.88156,              0.7927,             0.85862,             0.45318,            0.038301,            0.051203,            0.013078,          0.00022078,          0.00022078,          0.00022078
                  80,            0.052098,            0.079117,            0.027455,             0.88084,             0.79145,              0.8594,             0.45488,            0.038282,            0.051198,            0.013062,          0.00021079,          0.00021079,          0.00021079
                  81,            0.049641,            0.075007,            0.026291,             0.89295,             0.78423,             0.85785,             0.45431,             0.03827,            0.051174,            0.013093,           0.0002008,           0.0002008,           0.0002008
                  82,            0.049949,            0.078582,            0.026552,             0.89159,             0.78325,             0.85813,             0.45569,            0.038214,            0.051149,              0.0131,          0.00019081,          0.00019081,          0.00019081
                  83,            0.049214,            0.076158,            0.025943,             0.88803,             0.79171,             0.85945,             0.45586,            0.038183,            0.051084,            0.013089,          0.00018082,          0.00018082,          0.00018082
                  84,             0.05076,            0.077582,            0.025908,              0.8905,             0.78518,             0.85925,             0.45754,            0.038158,            0.051092,            0.013075,          0.00017083,          0.00017083,          0.00017083
                  85,            0.050867,             0.07901,            0.026675,             0.89475,             0.78225,             0.85971,             0.45781,            0.038115,            0.050939,            0.013004,          0.00016084,          0.00016084,          0.00016084
                  86,             0.05113,            0.076312,            0.027231,             0.88697,             0.78982,             0.86014,             0.45783,            0.038142,             0.05106,            0.013025,          0.00015085,          0.00015085,          0.00015085
                  87,            0.049888,             0.07779,            0.025775,             0.88499,             0.78714,             0.85936,             0.45725,            0.038141,            0.051043,            0.013032,          0.00014086,          0.00014086,          0.00014086
                  88,             0.05075,            0.077366,            0.026738,             0.89731,             0.77941,             0.85988,             0.45715,             0.03813,            0.050982,            0.013019,          0.00013087,          0.00013087,          0.00013087
                  89,            0.049355,            0.076927,            0.025079,             0.89551,             0.78444,             0.85986,             0.45504,            0.038179,            0.051129,            0.013035,          0.00012088,          0.00012088,          0.00012088
                  90,            0.050782,            0.076994,            0.027298,             0.89332,             0.78966,             0.86116,             0.45665,            0.038141,             0.05105,            0.012984,          0.00011089,          0.00011089,          0.00011089
                  91,             0.04976,            0.075825,            0.026823,             0.89393,             0.78831,             0.86131,             0.45664,            0.038146,            0.051044,             0.01295,           0.0001009,           0.0001009,           0.0001009
                  92,             0.04915,            0.073396,            0.025579,             0.89123,             0.78861,             0.86069,              0.4566,            0.038169,            0.051269,            0.012984,           9.091e-05,           9.091e-05,           9.091e-05
                  93,            0.050273,            0.079912,            0.025941,             0.89169,             0.79283,             0.86074,             0.45797,            0.038119,            0.051039,            0.013004,           8.092e-05,           8.092e-05,           8.092e-05
                  94,             0.05078,             0.07801,            0.025472,             0.89542,             0.78961,              0.8602,              0.4573,            0.038132,            0.051083,            0.013016,           7.093e-05,           7.093e-05,           7.093e-05
                  95,            0.050833,            0.076487,            0.027059,             0.89359,             0.78731,             0.86025,             0.45643,            0.038132,            0.051071,            0.013013,           6.094e-05,           6.094e-05,           6.094e-05
                  96,            0.047487,            0.071071,            0.024487,             0.89842,             0.78497,              0.8596,             0.45581,            0.038162,            0.051338,            0.013054,           5.095e-05,           5.095e-05,           5.095e-05
                  97,             0.05099,            0.076051,            0.026201,             0.89032,              0.7927,             0.86074,             0.45667,            0.038105,            0.051178,            0.012989,           4.096e-05,           4.096e-05,           4.096e-05
                  98,            0.050627,            0.078591,            0.026331,              0.8897,             0.79267,             0.86154,              0.4572,            0.038085,             0.05099,            0.012919,           3.097e-05,           3.097e-05,           3.097e-05
                  99,            0.048026,              0.0712,            0.024991,             0.89124,             0.79457,             0.86205,             0.45756,            0.038081,            0.051024,            0.012922,           2.098e-05,           2.098e-05,           2.098e-05
