               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,             0.02278,           0.0068139,           0.0041529,             0.95711,             0.96716,             0.98393,             0.75798,            0.016105,            0.003633,           0.0013431,            0.006634,            0.006634,            0.006634
                 104,             0.02346,           0.0067232,           0.0040608,             0.96194,             0.96466,             0.98611,             0.76224,            0.015866,           0.0036145,           0.0017453,            0.006601,            0.006601,            0.006601
                 105,            0.023993,           0.0069336,           0.0042383,             0.95652,             0.96664,             0.98661,             0.77359,            0.015335,           0.0035934,           0.0013255,            0.006568,            0.006568,            0.006568
                 106,            0.023163,           0.0066064,            0.003817,             0.97318,             0.98356,             0.99072,             0.77623,            0.015293,           0.0035134,            0.001209,            0.006535,            0.006535,            0.006535
                 107,            0.022188,           0.0064371,             0.00416,             0.97084,             0.96887,             0.98922,             0.78046,            0.015182,           0.0035545,           0.0012431,            0.006502,            0.006502,            0.006502
                 108,            0.022826,           0.0066081,           0.0041055,             0.96585,             0.97181,             0.98737,             0.77194,            0.015248,            0.003557,           0.0012804,            0.006469,            0.006469,            0.006469
                 109,             0.02283,           0.0067451,           0.0037811,             0.95949,              0.9739,             0.98816,             0.77558,            0.015302,            0.003511,           0.0012852,            0.006436,            0.006436,            0.006436
                 110,            0.022476,           0.0067333,           0.0036562,             0.96718,             0.97677,             0.99017,              0.7739,            0.015267,           0.0034625,           0.0012433,            0.006403,            0.006403,            0.006403
                 111,             0.02294,           0.0066084,           0.0037937,             0.95292,             0.97464,             0.98797,             0.77176,            0.015521,           0.0035459,           0.0012215,             0.00637,             0.00637,             0.00637
                 112,            0.022577,            0.006497,           0.0040598,             0.96704,             0.97056,             0.98779,             0.77954,            0.015025,           0.0034658,           0.0012651,            0.006337,            0.006337,            0.006337
                 113,            0.022701,           0.0064818,           0.0037226,             0.95727,              0.9753,             0.98674,             0.77509,            0.015053,            0.003439,           0.0011964,            0.006304,            0.006304,            0.006304
                 114,            0.021774,           0.0064147,           0.0036813,             0.96364,             0.97333,             0.98843,              0.7852,            0.014684,           0.0034315,           0.0011052,            0.006271,            0.006271,            0.006271
                 115,            0.022576,           0.0066253,           0.0040299,             0.93899,             0.97914,             0.98612,             0.78006,            0.015166,           0.0034549,           0.0012957,            0.006238,            0.006238,            0.006238
                 116,            0.022298,           0.0066238,           0.0034897,             0.95693,             0.97011,             0.98523,             0.77864,            0.015083,           0.0034254,           0.0011969,            0.006205,            0.006205,            0.006205
                 117,            0.022766,           0.0065578,           0.0039844,             0.96876,             0.97536,             0.98767,             0.78814,            0.014862,           0.0034045,           0.0011771,            0.006172,            0.006172,            0.006172
                 118,            0.022459,           0.0064512,           0.0032026,             0.95301,             0.96488,             0.98603,             0.78592,            0.014773,           0.0033991,           0.0012207,            0.006139,            0.006139,            0.006139
